Day,Boksit,Izvestnyak,KoncentratZ,Okatysh,EmptyWagon,RudaZ,Ugol
09.10.2022 00:00:00,14900.1,6273,8995,4493,23327.4,"",45102.4
10.10.2022 00:00:00,9940.6,6280.9,8990,4496,15595.8,"",45357.2
11.10.2022 00:00:00,4967.5,6275.1,8989,8992,21628.4,"",44821.5
12.10.2022 00:00:00,4965.3,6277.7,8991,"",16828.5,"",38505.6
13.10.2022 00:00:00,19857.3,12547.4,8993,"",18421.4,"",45660.1
14.10.2022 00:00:00,4965.5,6276.9,8992,4493,18397,"",57362.8
15.10.2022 00:00:00,4961.8,6273.6,8989,4496,25611.3,"",51369
16.10.2022 00:00:00,14895.4,6275.4,8992,4494,18884.3,"",39098
17.10.2022 00:00:00,4960.4,6277.4,8992,"",15053.8,"",38523.5
18.10.2022 00:00:00,9929,6273.9,4499,4495,14354.8,"",45087.6
19.10.2022 00:00:00,4960.6,6273,4493,4496,16286,"",45373.7
20.10.2022 00:00:00,4964.8,6274.8,4496,4495.5,18859.8,"",44520.7
21.10.2022 00:00:00,19849.7,6274.8,4496.6,4495,11639,"",45380.9
22.10.2022 00:00:00,4962.1,6265.3,4495,4496,15498.2,"",32530.8
23.10.2022 00:00:00,14893.6,"",4493.2,"",15859.8,"",51369.4
24.10.2022 00:00:00,9924.6,6271.4,8990.6,"",18705.9,"",51367.6
25.10.2022 00:00:00,14897.4,6266.3,4493,"",19515.9,"",38813.9
26.10.2022 00:00:00,9837.8,6270.4,"",8958,16394.9,"",51357.5
27.10.2022 00:00:00,4960,6273.4,"","",18747.4,"",38529.9
28.10.2022 00:00:00,4869.9,6272.3,"",4492.5,14495,"",45363.9
29.10.2022 00:00:00,19860.3,6274.2,"",4494.2,16575,"",45087.5
30.10.2022 00:00:00,19848.4,6269.5,"",4498,13015.8,"",32513.8
31.10.2022 00:00:00,14891.2,6269.7,"","",13300,"",32538.1
01.11.2022 00:00:00,9926.7,6271.7,4495.5,8920.2,16446.2,"",36895.9
02.11.2022 00:00:00,14888.6,6271,"","",14412.7,"",51922.4
03.11.2022 00:00:00,14889.8,6265.8,4494.4,"",19389.6,"",39078.7
04.11.2022 00:00:00,9929.4,6270.5,"",4494,19242,"",38811.7
05.11.2022 00:00:00,14894.7,12535.4,13486.6,"",16210.1,"",44793.1
06.11.2022 00:00:00,4963.9,6266.6,4496,8991.1,17273.1,"",57615.2
07.11.2022 00:00:00,9930,6277.5,8988.5,4495,17286.3,"",57825.4
08.11.2022 00:00:00,"",6271.5,4495,8991,18799.5,"",44790.5
09.11.2022 00:00:00,19857.9,6268.5,4495,4492.8,18831.1,"",45078.7
10.11.2022 00:00:00,19850.3,12548.9,4495,4495.4,16769.1,"",58206.3
11.11.2022 00:00:00,19849.8,6273.9,8988.1,4497.3,17573.4,"",51621.9
12.11.2022 00:00:00,14899.6,12547.5,4493,4495.1,22168,"",38818.3
13.11.2022 00:00:00,9725.2,6276,4495,4492.9,18884.4,"",51635.4
14.11.2022 00:00:00,9925,6272.5,4495,4494,21301.2,"",25674
15.11.2022 00:00:00,19861.6,6150.2,13484.6,"",14314,"",45353.6
16.11.2022 00:00:00,9927.6,6273.2,"",8990.1,19215.3,"",38525.3
17.11.2022 00:00:00,14891.5,6273.3,8991.3,4494.4,15616.6,"",39349.2
18.11.2022 00:00:00,14889.8,6271.7,"",4493,17947.2,"",44803.1
19.11.2022 00:00:00,14890.2,6267.3,"","",14275.4,"",45360.2
20.11.2022 00:00:00,29778.5,12540,"",8990.4,21734.5,"",38816.5
21.11.2022 00:00:00,9922.3,6271.8,13484.4,4495.9,14397.7,"",39073.3
22.11.2022 00:00:00,9929.2,6269.4,8991.2,"",14728.9,"",39092.4
23.11.2022 00:00:00,"",6266.7,4495.2,13481,13959.4,"",45073.7
24.11.2022 00:00:00,"",6268.3,4494,4494,19319.9,"",64464.5
25.11.2022 00:00:00,"",6270.6,8929.6,4496,17191.1,"",39093.4
26.11.2022 00:00:00,"",12538.6,8991.1,4496.9,15443.7,"",32226.2
27.11.2022 00:00:00,"",6268.7,"",4498.6,11704,"",39082.7
28.11.2022 00:00:00,14893.5,"","",8990.5,16177.9,"",25963.8
29.11.2022 00:00:00,9923.4,12539.5,8987.4,8995,9412,"",45347.6
30.11.2022 00:00:00,54626,6272.5,8989,8993.9,18620.7,"",39084.9
01.12.2022 00:00:00,14896.7,6273.1,4494.1,"",15980.4,"",39075
02.12.2022 00:00:00,"",6269.9,4213,8988.4,16667.7,"",39072.45
03.12.2022 00:00:00,4965.1,6267.1,4495,13488.2,15554.3,"",57628.9
04.12.2022 00:00:00,4965.6,6270.2,13505.9,"",18397.5,"",39079.3
05.12.2022 00:00:00,"",6269,4498.9,4492.4,15585.7,"",57355.5
06.12.2022 00:00:00,9929.2,"",4495,4499,14680.4,"",38783.2
07.12.2022 00:00:00,4963.4,6268.5,8986,4496.5,12174.5,"",38515
08.12.2022 00:00:00,9926.3,6266.4,8987.9,4497,20011.4,"",45363.7
09.12.2022 00:00:00,"",6269.8,4494,4495,18643.1,"",38493.3
10.12.2022 00:00:00,14800,"","",4494,20088.5,"",39083.2
11.12.2022 00:00:00,9930.3,12547.2,8991,"",15418.6,"",51906.2
12.12.2022 00:00:00,9930.1,6268.7,"",4497,24096.5,"",57915.6
13.12.2022 00:00:00,14891,6277.6,4495.5,4493.3,15531.9,"",44787.2
14.12.2022 00:00:00,9925.7,6119.9,4498,4491,17793.8,"",45353.6
15.12.2022 00:00:00,4966.3,6239.8,"",4494.2,20282.5,"",51905.7
16.12.2022 00:00:00,4966,6273.8,4497.4,4493,22276.8,"",51640.2
17.12.2022 00:00:00,14891.7,6272.8,8985.8,"",17133.2,"",38790.7
18.12.2022 00:00:00,19857.4,6274.5,8986.7,4497.5,21053.9,"",51917.7
19.12.2022 00:00:00,9927.6,6278.5,4491.8,"",21593.6,"",58193.8
20.12.2022 00:00:00,14891.9,6275.7,4494,4497.7,19574,"",45348.6
21.12.2022 00:00:00,9929.1,6270.5,8994.2,"",14895,"",45358.5
22.12.2022 00:00:00,14897,"","","",17950.6,"",45348.1
23.12.2022 00:00:00,9920.2,6273.3,"",4493.9,17273.1,"",51921.3
24.12.2022 00:00:00,19857.4,6266.7,"",4496,18859.1,"",39067.6
25.12.2022 00:00:00,9935.9,6273.5,4493.5,8989.6,18011.6,"",57637.2
26.12.2022 00:00:00,14893.8,"",8990.9,4498.5,17174.7,"",38795.3
27.12.2022 00:00:00,9926.2,6273.5,4493.3,4495,18836.3,"",51922.4
28.12.2022 00:00:00,14902.6,6178.8,8994.8,9008,19584.5,"",51923.5
29.12.2022 00:00:00,4960.6,6239.8,4493.5,"",19370,"",45342.5
30.12.2022 00:00:00,14294.5,"",4494,4494,22580.2,"",45645.4
31.12.2022 00:00:00,9925.5,6268.7,8992.1,8991.6,17175.7,"",57900.8
01.01.2023 00:00:00,19869.5,6266.6,4118.7,"",25752,"",65036.1
02.01.2023 00:00:00,9927.4,"","","",18119.4,"",51347.6
03.01.2023 00:00:00,9929.6,"","","",18887.4,"",64457.7
04.01.2023 00:00:00,4961.5,6266,"","",17694.2,"",51369
05.01.2023 00:00:00,14889.3,6273,"","",22251,"",71014.7
06.01.2023 00:00:00,14899.6,6277.2,"","",17905.8,"",50542.7
07.01.2023 00:00:00,14888.2,6267,"","",19892,"",64479.4
08.01.2023 00:00:00,4869.9,6269.2,"","",18238,"",45046.9
09.01.2023 00:00:00,9925.6,6272,"","",19748,"",51906.9
10.01.2023 00:00:00,9925.9,6274,"","",14995,"",45054.6
11.01.2023 00:00:00,9924.6,6270.7,"","",9911,"",51638.1
12.01.2023 00:00:00,9926.1,"","","",19994,"",58446.4
13.01.2023 00:00:00,14886.4,12543.3,8991.1,4494.5,18203,"",44769.2
14.01.2023 00:00:00,19849.5,"",4495.3,4501.4,18321,"",70711
15.01.2023 00:00:00,14892.6,12534.9,"",4504,18310.7,"",64157
16.01.2023 00:00:00,9933.4,6266.2,8994,4497,20322.6,"",57866.3
17.01.2023 00:00:00,9931,6270.2,4498.3,8985.9,19324.3,"",51882.3
18.01.2023 00:00:00,14895.2,6273.4,8992.3,4492.8,17769.1,"",51886.1
19.01.2023 00:00:00,14712.5,6264.2,"","",23811,"",51043
20.01.2023 00:00:00,14887.6,6270,8988.5,8989.3,24891.4,"",52149.9
21.01.2023 00:00:00,"",6279.8,4497,8987.7,21699.3,"",45042.6
22.01.2023 00:00:00,19858.4,6277.2,8992.8,4493.9,17237.1,"",51865.7
23.01.2023 00:00:00,9926.1,6267.7,8987.1,4508,16972.5,"",51588.9
24.01.2023 00:00:00,9928.2,6280.1,"",4495.2,18256.9,"",51304.3
25.01.2023 00:00:00,9928.4,6271.8,8891.1,4493.1,20009.3,"",51312.4
26.01.2023 00:00:00,14897,6271.5,4493.8,4495,18994,"",51875.8
27.01.2023 00:00:00,14889.7,6270.9,4493.6,4495.7,20866.1,"",51315.5
28.01.2023 00:00:00,19854.9,6276.2,8991.3,4499.5,20046.6,"",51872
29.01.2023 00:00:00,14885.5,6272.9,"",4497.6,24401.4,"",57867.2
30.01.2023 00:00:00,14891.7,6275,"","",22162.4,"",58430
31.01.2023 00:00:00,14902.4,6277.1,"","",24485.7,"",57859.6
01.02.2023 00:00:00,9930.8,6268.4,8990,4492,21032.6,"",51881.9
02.02.2023 00:00:00,24826.51,6270.7,8994,"",19757,"",51879.9
03.02.2023 00:00:00,14890.9,"",8984.7,8992.3,21049.8,"",64415.6
04.02.2023 00:00:00,9927.9,6267.5,4495,4497,27052.5,"",64425.4
05.02.2023 00:00:00,14893.6,6267.5,4493,"",21638.2,"",57874.4
06.02.2023 00:00:00,14899.1,6276.4,4494.9,"",21927,"",58151.7
07.02.2023 00:00:00,19862.3,6271.1,8990.4,8993,24579.4,"",57879.6
08.02.2023 00:00:00,9926.6,6273,4494.5,"",18107,"",64423.4
09.02.2023 00:00:00,14896,6268.9,8993.6,8984.3,21814.1,"",51316.9
10.02.2023 00:00:00,19854.9,6272.7,8985.8,"",23789.4,"",58156.1
11.02.2023 00:00:00,24723.9,6276.7,"",4494.3,23371.4,"",51866.3
12.02.2023 00:00:00,19864.5,"",4501,4502,24009.8,"",64161
13.02.2023 00:00:00,14893.9,6274.5,4493,8988.1,23250.3,"",64426
14.02.2023 00:00:00,24830,6273.1,4496,"",25682.7,"",51880.6
15.02.2023 00:00:00,14899.3,12541.8,4493,8991.2,26111.8,"",57868.8
16.02.2023 00:00:00,24825,5986.3,4492.7,4496,20953.9,"",52154.1
17.02.2023 00:00:00,19855.2,6239.5,13483.1,"",21434.6,"",58155.2
18.02.2023 00:00:00,19854.2,"","",4494.6,24240.2,"",51880.7
19.02.2023 00:00:00,24732.8,6140.4,4500.2,"",22393.1,"",57303.9
20.02.2023 00:00:00,14898.4,6147.8,4491.4,4498.7,25977.5,"",57874
21.02.2023 00:00:00,14892.7,12543.9,4495,"",17416.3,"",57882.1
22.02.2023 00:00:00,19671.2,"",8989.5,"",24201.7,"",57878.9
23.02.2023 00:00:00,9930.2,12543,8985.8,"",24147.4,"",51504
24.02.2023 00:00:00,14893,6267.8,"",4494.1,21216.5,"",64425.6
25.02.2023 00:00:00,9928.9,6269,4499,4497.1,24331.5,"",64439.1
26.02.2023 00:00:00,19855.7,6269.5,"",4493.6,24413.7,"",51870.9
27.02.2023 00:00:00,9930.8,6272.2,4492.5,4496.1,25543.5,"",45333.6
28.02.2023 00:00:00,9924.5,6272.9,"","",19273.3,"",58438.87
01.03.2023 00:00:00,14889.6,"",17985.8,"",21001.1,"",45579.82
02.03.2023 00:00:00,14887,6268.5,4494.7,4495.4,19175.9,"",57607.4
03.03.2023 00:00:00,19863.8,6274.9,"",8990.1,21171,"",64434.8
04.03.2023 00:00:00,19851.6,"",4494.4,4493.3,22421.3,"",64428.1
05.03.2023 00:00:00,9927.5,6270.9,4496,4492.7,22750.5,"",57877.7
06.03.2023 00:00:00,14890.8,6272.4,4496.5,4496.4,19273.9,"",58163.4
07.03.2023 00:00:00,14889.8,6272.7,4517.5,"",25840.9,"",57871.6
08.03.2023 00:00:00,14892.1,6268.7,"",4404,22600.8,"",44767.1
09.03.2023 00:00:00,14890.2,6270.7,4495.3,"",17110.8,"",57882.8
10.03.2023 00:00:00,24832.9,6268.7,9004.4,"",17674.7,"",45325.3
11.03.2023 00:00:00,14890.5,6268.3,4494.7,"",26120.5,"",51602.4
12.03.2023 00:00:00,9927.6,6268.9,4497.6,"",21364.4,"",63876.2
13.03.2023 00:00:00,19850.5,6267.6,8987.9,"",20750.2,"",51873.2
14.03.2023 00:00:00,14796.2,6271.4,4497.7,4496.6,19690.1,"",57888.1
15.03.2023 00:00:00,19858.8,6273.2,"","",19364.2,"",51324.6
16.03.2023 00:00:00,4964.3,6273.4,4500,4497.6,22207.2,"",51613.5
17.03.2023 00:00:00,4960.9,6269.8,"",4496.5,19351.1,"",57887.3
18.03.2023 00:00:00,14892.2,6272.6,"",4503,20466.7,"",57882.4
19.03.2023 00:00:00,14893.5,6267.7,8991.4,4494.2,22150.9,"",64444.2
20.03.2023 00:00:00,14882.9,6272.6,4499,4498.4,24333.3,"",57892.6
21.03.2023 00:00:00,"","",4495.2,4496,20968,"",57886.6
22.03.2023 00:00:00,"",6279.9,4529.8,"",22097.1,"",57876.1
23.03.2023 00:00:00,19856.6,6267.1,"",8992.2,16454,"",64445.9
24.03.2023 00:00:00,14888.4,6278.1,8991.1,4497,23622.8,"",51599.9
25.03.2023 00:00:00,14889,6266.7,4492.7,4496.4,23865.1,"",70714.4
26.03.2023 00:00:00,19862.1,6277.4,4493.9,4500,22645.7,"",45622.2
27.03.2023 00:00:00,14889.2,6269.4,"","",19101.9,"",45607.3
28.03.2023 00:00:00,9924.9,6270.2,4496.3,4499,22737.1,"",51896.5
29.03.2023 00:00:00,19846.8,6270.2,4494.7,"",22707.3,"",51887.7
30.03.2023 00:00:00,19863.4,6271.3,"",4494,22202.6,"",45327.7
31.03.2023 00:00:00,9931.6,6271.4,"","",23748,"",65007.5
01.04.2023 00:00:00,19858.8,6267,"",8971.2,22593,"",45327.9
02.04.2023 00:00:00,19851.4,6273.7,8992.8,4497.3,22163.9,"",64457.8
03.04.2023 00:00:00,14895.6,6267.3,8988,"",24963.5,"",52166.8
04.04.2023 00:00:00,19851.8,6274.5,4494.2,4495.6,23790.8,"",57884.6
05.04.2023 00:00:00,19855.3,6271.2,9011.4,"",19375.3,"",51610.4
06.04.2023 00:00:00,14887.6,6271.8,"",4494.7,21689.9,"",51894.4
07.04.2023 00:00:00,24823.5,6268.2,"",4498.7,24877.4,"",51602.1
08.04.2023 00:00:00,9925,6272.8,8994.7,"",19373.6,"",45619
09.04.2023 00:00:00,19858.7,6272.5,4495.4,4495.4,19362.2,"",57879.1
10.04.2023 00:00:00,19862.6,6273,"",4496.2,23770,"",45331
11.04.2023 00:00:00,19856.5,6270.8,4493.8,"",19370.9,"",51327.7
12.04.2023 00:00:00,14892.4,6275,4497.3,4494.1,15975.7,"",39056.6
13.04.2023 00:00:00,19762.7,6274.5,4494.9,"",17751.3,"",44758.1
14.04.2023 00:00:00,9925.5,6267.8,4495.7,4494.2,23713.9,"",64431.5
15.04.2023 00:00:00,14887.8,6277,"",8991.6,19173.9,"",38778.8
16.04.2023 00:00:00,19860.8,6270.6,4509.2,"",22670.7,"",64430.2
17.04.2023 00:00:00,19861.8,6271.6,13487.6,4493.1,17636.9,"",45337.7
18.04.2023 00:00:00,19863.8,6277.8,"",4500.9,19302.8,"",45609.8
19.04.2023 00:00:00,14890,"",4496.7,4493.1,23713.5,"",51324.3
20.04.2023 00:00:00,19856.1,12545.9,4518.4,"",19605.4,"",58446.2
21.04.2023 00:00:00,19863.5,"",4496.9,"",24316.9,"",63876.6
22.04.2023 00:00:00,14897.1,12543.7,8993,"",24349.3,"",71002.3
23.04.2023 00:00:00,19874.2,6267.5,4497.2,4307,21679.3,"",45338
24.04.2023 00:00:00,19852.7,6274.1,4496.5,"",24289.4,"",57890.7
25.04.2023 00:00:00,19861.6,6275.5,4517.9,4496.2,20468.6,"",45347.2
26.04.2023 00:00:00,24628.6,6276.3,"",4497.4,27298.2,"",57887.7
27.04.2023 00:00:00,14900,6266,4497.9,"",18121.5,"",45620.5
28.04.2023 00:00:00,19859.6,6268.5,4494.9,4495.8,27636,"",57902.5
29.04.2023 00:00:00,14893.8,6270,8991.3,4489.5,22828.9,"",51901.9
30.04.2023 00:00:00,34768.9,6268.7,"","",26082.3,"",52181.1
01.05.2023 00:00:00,9928.6,6265.3,4482.2,4496.1,24959.5,"",58453.7
02.05.2023 00:00:00,19856,6275.6,4500.9,4496,23825.6,"",38500.6
03.05.2023 00:00:00,24831.6,6273,"",4494.1,18751.3,"",45356.7
04.05.2023 00:00:00,14895.4,6275,4495.6,8986.3,17662.4,"",38502.8
05.05.2023 00:00:00,24633.4,6269.2,4496.5,"",18848,"",51906.8
06.05.2023 00:00:00,24822.4,6270.1,4494.4,"",22119.8,"",51344.7
07.05.2023 00:00:00,19855.5,6269.7,"",4492.7,23827.6,"",45617.8
08.05.2023 00:00:00,19850.9,6270.8,4493,4496.7,17679.5,"",45060.9
09.05.2023 00:00:00,19672.4,6275.6,"","",18204,"",45345.5
10.05.2023 00:00:00,19853.7,6270.9,"",4497.2,20547.4,"",45068
11.05.2023 00:00:00,24822,6272.9,4499,"",16181.7,"",32227.5
12.05.2023 00:00:00,14893.1,6266.2,4493.6,"",17808.7,"",38496.7
13.05.2023 00:00:00,24814.2,6266.5,4494.3,"",14952,"",38786.7
14.05.2023 00:00:00,24545.3,6275.6,4494.6,4497.6,20434,"",51615.1
15.05.2023 00:00:00,19864.5,6272.9,4495.1,"",16085.3,"",32229.7
16.05.2023 00:00:00,14891.6,6264.1,4492.8,"",19295.1,"",45062.1
17.05.2023 00:00:00,19856.5,6268.4,4493.8,"",17236.1,"",32228.7
18.05.2023 00:00:00,19582,6269.5,4494.6,"",20956.3,"",45063.8
19.05.2023 00:00:00,19861.7,6266.1,4502.8,"",17686.6,"",32230.6
20.05.2023 00:00:00,19854.9,6267.8,"",4494.2,16114.6,"",38508.5
21.05.2023 00:00:00,24824.5,12540.7,8995.3,"",20848.3,"",44785
22.05.2023 00:00:00,19855.1,"","",4498.2,19455.4,"",38416.2
23.05.2023 00:00:00,14893.8,6269,4502.6,"",17260.2,"",38787.2
24.05.2023 00:00:00,24730.8,6269.3,4493.7,"",18128,"",44792.1
25.05.2023 00:00:00,14703.7,6270.7,"","",16472,"",32504.2
26.05.2023 00:00:00,24824.2,6268.2,4495.2,"",17511,"",38500.5
27.05.2023 00:00:00,24813.4,6270.5,4491.9,"",21346.5,"",32508.2
28.05.2023 00:00:00,14885.9,6267.2,8902.6,4496.4,19829.8,"",51341
29.05.2023 00:00:00,24820,6270,"","",19385.9,"",38788.8
30.05.2023 00:00:00,14895,6268.8,"",4500,19382.9,"",44782.3
31.05.2023 00:00:00,19860.1,6274.1,"","",16332.2,"",38504.9
01.06.2023 00:00:00,14886,"",4493.5,"",19585.3,"",32504
02.06.2023 00:00:00,14890.4,6268.8,"",4496.3,16625.2,"",38782.9
03.06.2023 00:00:00,29678.8,6268.5,4504.8,"",17716,"",32503.7
04.06.2023 00:00:00,19857.5,6272.7,4504.8,"",14460.8,"",38780.9
05.06.2023 00:00:00,19865.4,6272.6,"",4506.2,19811,"",32500.9
06.06.2023 00:00:00,19756,6271.9,4496.2,4499.4,17563.7,"",32504
07.06.2023 00:00:00,24816.2,6265.7,4497.5,"",20573.2,"",45335.2
08.06.2023 00:00:00,14893.7,6266.3,4492.3,4511.4,17975.8,"",25953
09.06.2023 00:00:00,19855.3,"",4491.1,"",14997.4,"",45330
10.06.2023 00:00:00,19857.8,6265.6,"",4496.2,18272,"",38792.4
11.06.2023 00:00:00,19864.3,6272.6,"",8997.1,22402,"",38769.6
12.06.2023 00:00:00,19854.5,6275.8,"",4493.3,16507,"",45061.7
13.06.2023 00:00:00,19860.1,6268,4494.7,"",19460.7,"",38214.6
14.06.2023 00:00:00,14882.6,6269.5,"",8994.4,18862.6,"",44773.6
15.06.2023 00:00:00,24818.3,"",4492.2,"",20464.5,"",38784.9
16.06.2023 00:00:00,19869,6273.1,4501.1,4492.7,16743.4,"",31942.9
17.06.2023 00:00:00,24820.6,6270.6,4498.1,"",19708.9,"",45327.6
18.06.2023 00:00:00,24829,6276.9,4493.6,8992.7,19124.5,"",45328.2
19.06.2023 00:00:00,9924.7,"",4492.9,"",23742.8,"",38495.8
20.06.2023 00:00:00,19769.3,6271,8985.2,4494.5,17343.7,"",31940.5
21.06.2023 00:00:00,24826.3,6269,"",4519.3,17216.6,"",39055
22.06.2023 00:00:00,24807.7,6264.6,8991.1,4494.3,17191.1,"",38415.3
23.06.2023 00:00:00,19849.6,6266.9,8991.1,"",18692.6,"",38203
24.06.2023 00:00:00,24812.6,6267.2,4496.2,4496,20595.8,"",39050.3
25.06.2023 00:00:00,14883.1,"",8985.7,8984.9,27724.1,"",58142
26.06.2023 00:00:00,24816.8,6260.3,4494,"",20453.8,"",44756
27.06.2023 00:00:00,19755.9,6266.2,4494.4,4495,18864.5,"",51597
28.06.2023 00:00:00,19848.6,6267.5,"",8989.4,23355.9,"",38756.1
29.06.2023 00:00:00,29764.6,"",8990.6,"",20475.5,"",51882.1
30.06.2023 00:00:00,14883.2,6552.9,4496.3,"",19311.3,"",32488.7
01.07.2023 00:00:00,19749.8,6178.5,4455.6,"",17930.4,"",44760.6
02.07.2023 00:00:00,19847.9,6240.4,"",4492.2,23206.4,"",51314
03.07.2023 00:00:00,19851.6,6268.1,4495.2,4492.5,21168.4,"",51588.5
04.07.2023 00:00:00,14888.8,6264.5,9068.8,4496.7,18926,"",44753.4
05.07.2023 00:00:00,24802.1,6267.3,"","",19998.6,"",45028.8
06.07.2023 00:00:00,9925.4,6267.4,"","",22612.8,"",38200
07.07.2023 00:00:00,24809.4,6270.7,"","",18371,"",45027.2
08.07.2023 00:00:00,19847.6,6272,"","",18310,"",58411
09.07.2023 00:00:00,24813.5,6271.5,"","",22834.4,"",51295.7
10.07.2023 00:00:00,19846.6,6267.9,"","",18326,"",38477.5
11.07.2023 00:00:00,19844.3,6267.5,"","",19842,"",45027.6
12.07.2023 00:00:00,14608.5,6267.8,4494.9,4561.2,16693,"",44745.2
13.07.2023 00:00:00,19847.4,6269.6,"","",14830,"",38479.9
14.07.2023 00:00:00,19849.4,6266.3,"",4493.7,14973,"",32480.1
15.07.2023 00:00:00,24809.5,6269,"","",19380.1,"",49635.9
16.07.2023 00:00:00,19846.6,"",8987,8988,17766.6,"",38471.7
17.07.2023 00:00:00,29770.4,"","",4494,16012.2,"",45306.3
18.07.2023 00:00:00,19757.5,6268.4,4493.3,4495.1,19971.8,"",39034.8
19.07.2023 00:00:00,19753,6270.8,4494.5,4494.5,19309.2,"",44753
20.07.2023 00:00:00,24710.3,6271.4,13483.5,4514.2,23743.1,"",45301.3
21.07.2023 00:00:00,19848.2,6272.6,4495.8,"",18794.6,"",45593.9
22.07.2023 00:00:00,19850.9,6962.5,9041.9,8987.2,20558.6,"",45309.5
23.07.2023 00:00:00,24809.5,6270.4,8987,"",26578.3,"",45313.5
24.07.2023 00:00:00,19845.7,6268.4,4495.1,4505.3,20459.7,"",45597
25.07.2023 00:00:00,19846.9,6269.4,"","",20676.4,"",45309.4
26.07.2023 00:00:00,19850.3,6264.4,9044,"",20492.6,"",32486.2
27.07.2023 00:00:00,14890.1,6267.1,4496.9,9000,17246.6,"",45312
28.07.2023 00:00:00,24810.6,6260.4,"",9009.4,26560.4,"",45314.3
29.07.2023 00:00:00,14885.1,6270.4,4497.3,4542.4,23849,"",45317.2
30.07.2023 00:00:00,24804.4,6269.8,4506,4494.4,23354.4,"",45320
31.07.2023 00:00:00,19850.9,6266.5,"","",22103,"",45594.5
01.08.2023 00:00:00,24812.5,6266.6,4509.3,4502.5,25504.4,"",45320.7
02.08.2023 00:00:00,19846.3,6274,4494.7,"",20563.5,"",45315.2
03.08.2023 00:00:00,19847.3,6269.2,4497.5,8991.3,20470,"",39046.6
04.08.2023 00:00:00,24711,6266.4,4494.1,4403.4,20585.9,"",45312
05.08.2023 00:00:00,19756.2,6266.6,4527.4,"",23307.9,"",45319.2
06.08.2023 00:00:00,24811.7,6266.8,4508.1,4494.2,20726.6,"",45307.2
07.08.2023 00:00:00,24806,"",4497.3,"",26213.9,"",51868.5
08.08.2023 00:00:00,19846.4,6269.4,4495.2,4562.5,22228.4,"",58141.1
09.08.2023 00:00:00,19840.8,6267.6,4516.3,"",23121,"",39318.8
10.08.2023 00:00:00,19847.5,6266.9,9006.1,"",18950.4,"",45308
11.08.2023 00:00:00,19851.5,6265.8,4562,"",17195,"",57854.1
12.08.2023 00:00:00,14885.8,6267.8,9006.9,"",25470.1,"",31922.4
13.08.2023 00:00:00,29772.7,6268.3,4529.1,4541.5,17802.5,"",51303.8
14.08.2023 00:00:00,14884.7,6265.1,"",9004.5,17146.5,"",45024.7
15.08.2023 00:00:00,24801.8,6267.4,"",4563,17713.6,"",38764.1
16.08.2023 00:00:00,19854.4,6270.3,"","",19638.3,"",50739
17.08.2023 00:00:00,24806.8,"","","",17719.3,"",51304.9
18.08.2023 00:00:00,14887,6266.2,"","",18866.3,"",32489.2
19.08.2023 00:00:00,24713.6,6269.4,"","",21588,"",51580
20.08.2023 00:00:00,19844.1,6268.9,"","",19975,"",57861.6
21.08.2023 00:00:00,24816.9,6271.2,"","",19912,"",45314.3
22.08.2023 00:00:00,19841.7,6266.9,"","",16498,"",38761.6
23.08.2023 00:00:00,19664.5,6268.7,"","",18162,"",38759.8
24.08.2023 00:00:00,19847.2,6272.4,"","",18118,"",45309.2
25.08.2023 00:00:00,14791,6268.5,"","",16532,"",32488.9
26.08.2023 00:00:00,24812.7,6272,"","",16505,"",45309.4
27.08.2023 00:00:00,29767.5,6272.8,"","",19916,"",32484.9
28.08.2023 00:00:00,19848.8,6270,"","",16589,"",45309.3
29.08.2023 00:00:00,9831,6269.7,"","",19803,"",51863.3
30.08.2023 00:00:00,19848.6,6267,"","",18245,"",57847.9
31.08.2023 00:00:00,29778.9,"","","",24841,"",45035.1
01.09.2023 00:00:00,14797.5,6267.9,"","",13281,"",45307.4
02.09.2023 00:00:00,19753.4,6265.4,"","",18195,"",44750.8
03.09.2023 00:00:00,19748.1,6269.1,"","",19856,"",45589.1
04.09.2023 00:00:00,14893.6,"","","",16598,"",44475.4
05.09.2023 00:00:00,"",6265.3,"","",13212,"",57578.6
06.09.2023 00:00:00,14885.1,"","","",13158,"",45592
07.09.2023 00:00:00,14887.1,6266.6,"","",14991,"",45040.5
08.09.2023 00:00:00,14889.2,"","","",18177,"",51016.7
09.09.2023 00:00:00,14888.6,6271.1,"","",19992,"",45028.9
10.09.2023 00:00:00,9735.6,6268.7,"","",18409,"",51299
11.09.2023 00:00:00,9919.9,6268,"","",18340,"",38476
12.09.2023 00:00:00,14890.4,6268.3,"","",18364,"",45314.7
13.09.2023 00:00:00,24807.1,6271.1,"","",13253,"",64411.4
14.09.2023 00:00:00,19753.3,6265.8,"","",21442,"",45027.9
15.09.2023 00:00:00,9923,"","","",14949,"",32490.7
16.09.2023 00:00:00,9927.6,12445.7,"","",14883,"",45026.2
17.09.2023 00:00:00,24816.7,6232.2,"","",16612,"",44754.7
18.09.2023 00:00:00,19848.8,6267.7,"","",18231,"",38477.2
19.09.2023 00:00:00,9925.2,6266.2,"","",18235,"",45319.3
20.09.2023 00:00:00,19850.7,6269,"","",18282,"",38476
21.09.2023 00:00:00,19669.3,6267.4,"","",16577,"",38766
22.09.2023 00:00:00,19848.8,6271.6,9033.8,"",18305,"",38764.1
